attack_detected,attacker_pct,b3_available,comm_range_m,context,decision,density,family,frequency_hz,m_A,m_notA,m_theta,msg_index,n_contract_violations,scenario_id,seed,sem_m_notA,semantic_confidence,total_ms,trust_score,truth_attacker,vehicle_count
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,0,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,86.49838299970725,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.146,0.146,0.708,1,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,17.36927100137109,0.9184599999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,2,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,15.629612000338966,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,3,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,17.86797699969611,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,4,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,17.12996199967165,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,5,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,15.967631999956211,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,6,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,19.18349900006433,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,7,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,23.56554699872504,0.8772999999999999,True,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,8,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,21.34530700095638,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,9,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,20.22518200101331,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,10,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,17.494196999905398,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,11,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,20.945193000443396,0.8772999999999999,False,25
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,0,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,17.993397999816807,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.146,0.146,0.708,1,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,16.42669699867838,0.9184599999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,2,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,16.560266998567386,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,3,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,23.25245500105666,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,4,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,17.402051998942625,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,5,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,20.04743699944811,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,6,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,20.38310300122248,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,7,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,23.319537000134005,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,8,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,17.241730998648563,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,9,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,17.093664000640274,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,10,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,18.34507300009136,0.8772999999999999,False,100
False,0.01,True,300,highway,CAUTION,moderate,benign,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,11,0,s101_benign_100v_1pct_moderate_highway_905,1006,0.0,0.9,17.980481999984477,0.8772999999999999,False,100
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,0,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,17.60012100021413,0.8772999999999999,True,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.146,0.146,0.708,1,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,15.203483000732376,0.9184599999999999,False,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,2,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,16.92678200015507,0.8772999999999999,False,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,3,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,15.442911000718595,0.8772999999999999,True,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,4,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,16.2390459991002,0.8772999999999999,True,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,5,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,15.29796099930536,0.8772999999999999,True,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,6,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,17.277430000831373,0.8772999999999999,False,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,7,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,25.686302999019972,0.8772999999999999,True,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,8,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,17.709233999994467,0.8772999999999999,True,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,9,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,20.997151999836206,0.8772999999999999,False,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,10,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,20.862446999672102,0.8772999999999999,False,500
False,0.4,True,300,highway,CAUTION,moderate,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,11,0,s101_fabrication_500v_40pct_moderate_highway_1571,1672,0.0,0.9,18.94155999980285,0.8772999999999999,False,500
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,0,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,29.997666000781464,0.8772999999999999,False,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.146,0.146,0.708,1,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,20.208537000144133,0.9184599999999999,True,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,2,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,23.536737000540597,0.8772999999999999,False,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,3,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,21.21946800070873,0.8772999999999999,True,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,4,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,18.25578699936159,0.8772999999999999,False,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,5,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,17.13139800085628,0.8772999999999999,False,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,6,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,19.346683000549092,0.8772999999999999,False,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,7,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,28.82708299875958,0.8772999999999999,True,1000
False,0.2,True,300,urban,CAUTION,dense,fabrication,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,8,0,s101_fabrication_1000v_20pct_dense_urban_1753,1854,0.0,0.9,19.563458999982686,0.8772999999999999,False,1000
