attack_detected,attacker_pct,b3_available,comm_range_m,context,decision,density,family,frequency_hz,m_A,m_notA,m_theta,msg_index,n_contract_violations,scenario_id,seed,sem_m_notA,semantic_confidence,total_ms,trust_score,truth_attacker,vehicle_count
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,0,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,155.2279660027125,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.146,0.146,0.708,1,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,21.170864001760492,0.9184599999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,2,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,30.82244400138734,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,3,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,23.306931998376967,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,4,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,23.125653999159113,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,5,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,29.01188100076979,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,6,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,25.890331002301537,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,7,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,31.052360998728545,0.8772999999999999,True,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,8,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,27.727957000024617,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,9,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,26.76636700198287,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,10,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,23.788597001839662,0.8772999999999999,False,25
False,0.05,True,300,rural,CAUTION,sparse,replay,10.0,0.23000000000000004,0.23000000000000004,0.5399999999999999,11,0,s101_replay_25v_5pct_sparse_rural_507,608,0.0,0.9,22.360753999237204,0.8772999999999999,False,25
